"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 07 19:09:29 GMT 2021","Sat Aug 07 19:09:31 GMT 2021","2084","python-tests","test_login","","","","test_decline_cookies",""
"passed","Sat Aug 07 19:09:47 GMT 2021","Sat Aug 07 19:09:53 GMT 2021","6224","python-tests","test_login","","","","test_editing",""
"passed","Sat Aug 07 19:09:31 GMT 2021","Sat Aug 07 19:09:37 GMT 2021","6286","python-tests","test_login","","","","test_logging_in",""
"passed","Sat Aug 07 19:09:53 GMT 2021","Sat Aug 07 19:09:57 GMT 2021","4260","python-tests","test_login","","","","test_delete",""
"passed","Sat Aug 07 19:09:37 GMT 2021","Sat Aug 07 19:09:39 GMT 2021","2078","python-tests","test_login","","","","test_paginate",""
"passed","Sat Aug 07 19:09:39 GMT 2021","Sat Aug 07 19:09:47 GMT 2021","7528","python-tests","test_login","","","","test_new_article",""
"passed","Sat Aug 07 19:09:59 GMT 2021","Sat Aug 07 19:10:06 GMT 2021","7344","python-tests","test_registration","","","","test_reg",""
