"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 10 09:26:43 GMT 2021","Tue Aug 10 09:26:49 GMT 2021","6463","python-tests","test_login","","","","test_logging_in",""
"passed","Tue Aug 10 09:27:11 GMT 2021","Tue Aug 10 09:27:18 GMT 2021","7425","python-tests","test_registration","","","","test_reg",""
"passed","Tue Aug 10 09:26:49 GMT 2021","Tue Aug 10 09:26:51 GMT 2021","2092","python-tests","test_login","","","","test_paginate",""
"passed","Tue Aug 10 09:27:05 GMT 2021","Tue Aug 10 09:27:10 GMT 2021","4313","python-tests","test_login","","","","test_delete",""
"passed","Tue Aug 10 09:26:51 GMT 2021","Tue Aug 10 09:26:59 GMT 2021","7628","python-tests","test_login","","","","test_new_article",""
"passed","Tue Aug 10 09:26:59 GMT 2021","Tue Aug 10 09:27:05 GMT 2021","6293","python-tests","test_login","","","","test_editing",""
"passed","Tue Aug 10 09:26:41 GMT 2021","Tue Aug 10 09:26:43 GMT 2021","2134","python-tests","test_login","","","","test_decline_cookies",""
